,id,account,total_appraised_value_2019,pct_value_change,latitude,longitude,acreage,zip_code,neighborhood_code,sq_ft,neighborhood,new_owner_date,Offense_Count,school_id,school_type,school_rating,flood_risk,sales_neighborhood_2019
6122,3578,600890040031,429400.0,1.5130023640661938,29.740409999999997,-95.41284,0.0498,77098,8312.03,2038.0,KERRS-FERNDALE ROW T/H,2005-09-15,2027,101912008,High,85,1,0
6123,3579,600890040032,346490.0,-2.117597871102247,29.74035,-95.41283,0.0496,77098,8312.03,2122.0,KERRS-FERNDALE ROW T/H,2009-09-20,2027,101912008,High,85,1,0
6124,3580,600890040033,384300.0,7.647058823529412,29.74029,-95.41283,0.0598,77098,8312.03,2020.0,KERRS-FERNDALE ROW T/H,1997-12-31,2027,101912008,High,85,1,0
6125,5788,630750010011,410000.0,0.0,29.73834,-95.41263000000001,0.0546,77098,8312.03,2886.0,KERRS-FERNDALE ROW T/H,2017-02-28,2027,101912008,High,85,1,0
6126,5886,640170010007,327733.0,-2.4427053721062455,29.74023,-95.42146,0.0275,77098,8312.03,2250.0,KERRS-FERNDALE ROW T/H,2000-07-31,2027,101912008,High,85,1,0
6127,5887,640170010010,357500.0,10.0,29.74072,-95.42135,0.0861,77098,8312.03,2940.0,KERRS-FERNDALE ROW T/H,1994-04-07,2027,101912008,High,85,1,0
6128,5888,640170010013,306794.0,-5.891411042944785,29.74022,-95.42137,0.0275,77098,8312.03,2880.0,KERRS-FERNDALE ROW T/H,2014-01-31,2027,101912008,High,85,1,0
6129,5889,640170010014,278400.0,-7.477567298105683,29.74023,-95.42129,0.0275,77098,8312.03,2000.0,KERRS-FERNDALE ROW T/H,1988-01-02,2027,101912008,High,85,1,0
6130,5913,640170050002,439490.0,6.672330097087379,29.7408,-95.42226,0.0551,77098,8312.03,2242.0,KERRS-FERNDALE ROW T/H,1997-05-14,2027,101912008,High,85,1,0
6131,5914,640170050003,426260.0,8.270256540513081,29.74098,-95.42226,0.0574,77098,8312.03,2019.0,KERRS-FERNDALE ROW T/H,1988-01-02,2027,101912008,High,85,1,0
6132,5915,640170050004,429600.0,2.77511961722488,29.74107,-95.42209,0.0482,77098,8312.03,2366.0,KERRS-FERNDALE ROW T/H,2004-09-04,2027,101912008,High,85,1,0
6133,15797,1219390010002,430000.0,0.0,29.74052,-95.41166,0.0484,77098,8312.03,2078.0,KERRS-FERNDALE ROW T/H,2013-05-31,2027,101912008,High,85,1,0
6134,15798,1219390010003,339860.0,-6.887671232876713,29.74052,-95.41166,0.0385,77098,8312.03,2078.0,KERRS-FERNDALE ROW T/H,2010-06-30,2027,101912008,High,85,1,0
6135,3034,571630010001,116078.0,0.0,29.74721,-95.41391,0.0,77019,8334.0,720.0,MIMOSA PLACE TH,2007-02-14,2310,101912259,Middle,75,1,0
6136,3035,571630010002,116078.0,0.0,29.74721,-95.41391,0.0,77019,8334.0,720.0,MIMOSA PLACE TH,2007-02-14,2310,101912259,Middle,75,1,0
6137,3036,571630010003,116078.0,0.0,29.74721,-95.41391,0.0,77019,8334.0,720.0,MIMOSA PLACE TH,2017-03-31,2310,101912259,Middle,75,1,0
6138,3037,571630020001,73268.0,9.998798943069902,29.74721,-95.41391,0.0,77019,8334.0,720.0,MIMOSA PLACE TH,1990-08-31,2310,101912259,Middle,75,1,0
6139,3038,571630020002,116078.0,0.0,29.74721,-95.41391,0.0,77019,8334.0,720.0,MIMOSA PLACE TH,2007-04-02,2310,101912259,Middle,75,1,0
6140,3039,571630020003,116078.0,0.0,29.74721,-95.41391,0.0,77019,8334.0,720.0,MIMOSA PLACE TH,2008-02-14,2310,101912259,Middle,75,1,0
6141,3034,571630010001,116078.0,0.0,29.74721,-95.41391,0.0,77019,8334.0,720.0,MIMOSA PLACE TH,2007-02-14,2310,101912228,Elementary,95,1,0
6142,3035,571630010002,116078.0,0.0,29.74721,-95.41391,0.0,77019,8334.0,720.0,MIMOSA PLACE TH,2007-02-14,2310,101912228,Elementary,95,1,0
6143,3036,571630010003,116078.0,0.0,29.74721,-95.41391,0.0,77019,8334.0,720.0,MIMOSA PLACE TH,2017-03-31,2310,101912228,Elementary,95,1,0
6144,3037,571630020001,73268.0,9.998798943069902,29.74721,-95.41391,0.0,77019,8334.0,720.0,MIMOSA PLACE TH,1990-08-31,2310,101912228,Elementary,95,1,0
6145,3038,571630020002,116078.0,0.0,29.74721,-95.41391,0.0,77019,8334.0,720.0,MIMOSA PLACE TH,2007-04-02,2310,101912228,Elementary,95,1,0
6146,3039,571630020003,116078.0,0.0,29.74721,-95.41391,0.0,77019,8334.0,720.0,MIMOSA PLACE TH,2008-02-14,2310,101912228,Elementary,95,1,0
6147,3034,571630010001,116078.0,0.0,29.74721,-95.41391,0.0,77019,8334.0,720.0,MIMOSA PLACE TH,2007-02-14,2310,101912008,High,85,1,0
6148,3035,571630010002,116078.0,0.0,29.74721,-95.41391,0.0,77019,8334.0,720.0,MIMOSA PLACE TH,2007-02-14,2310,101912008,High,85,1,0
6149,3036,571630010003,116078.0,0.0,29.74721,-95.41391,0.0,77019,8334.0,720.0,MIMOSA PLACE TH,2017-03-31,2310,101912008,High,85,1,0
6150,3037,571630020001,73268.0,9.998798943069902,29.74721,-95.41391,0.0,77019,8334.0,720.0,MIMOSA PLACE TH,1990-08-31,2310,101912008,High,85,1,0
6151,3038,571630020002,116078.0,0.0,29.74721,-95.41391,0.0,77019,8334.0,720.0,MIMOSA PLACE TH,2007-04-02,2310,101912008,High,85,1,0
6152,3039,571630020003,116078.0,0.0,29.74721,-95.41391,0.0,77019,8334.0,720.0,MIMOSA PLACE TH,2008-02-14,2310,101912008,High,85,1,0
6153,14536,1171210000004,442645.0,9.999875747070737,29.74618,-95.41136,0.0419,77019,8318.0,2289.0,AVALON COURT,2004-08-13,2310,101912259,Middle,75,1,3
6154,14537,1171210000005,444566.0,9.99997525677284,29.74625,-95.41136,0.0423,77019,8318.0,2289.0,AVALON COURT,2019-06-21,2310,101912259,Middle,75,1,3
6155,14538,1171210000006,396000.0,10.0,29.746309999999998,-95.41136,0.0423,77019,8318.0,2289.0,AVALON COURT,2016-03-10,2310,101912259,Middle,75,1,3
6156,14539,1171210000007,401500.0,10.0,29.74638,-95.41135,0.0405,77019,8318.0,2193.0,AVALON COURT,2008-11-14,2310,101912259,Middle,75,1,3
6157,14536,1171210000004,442645.0,9.999875747070737,29.74618,-95.41136,0.0419,77019,8318.0,2289.0,AVALON COURT,2004-08-13,2310,101912228,Elementary,95,1,3
6158,14537,1171210000005,444566.0,9.99997525677284,29.74625,-95.41136,0.0423,77019,8318.0,2289.0,AVALON COURT,2019-06-21,2310,101912228,Elementary,95,1,3
6159,14538,1171210000006,396000.0,10.0,29.746309999999998,-95.41136,0.0423,77019,8318.0,2289.0,AVALON COURT,2016-03-10,2310,101912228,Elementary,95,1,3
6160,14539,1171210000007,401500.0,10.0,29.74638,-95.41135,0.0405,77019,8318.0,2193.0,AVALON COURT,2008-11-14,2310,101912228,Elementary,95,1,3
6161,14536,1171210000004,442645.0,9.999875747070737,29.74618,-95.41136,0.0419,77019,8318.0,2289.0,AVALON COURT,2004-08-13,2310,101912008,High,85,1,3
6162,14537,1171210000005,444566.0,9.99997525677284,29.74625,-95.41136,0.0423,77019,8318.0,2289.0,AVALON COURT,2019-06-21,2310,101912008,High,85,1,3
6163,14538,1171210000006,396000.0,10.0,29.746309999999998,-95.41136,0.0423,77019,8318.0,2289.0,AVALON COURT,2016-03-10,2310,101912008,High,85,1,3
6164,14539,1171210000007,401500.0,10.0,29.74638,-95.41135,0.0405,77019,8318.0,2193.0,AVALON COURT,2008-11-14,2310,101912008,High,85,1,3
6165,190,121150020001,389240.0,6.470451468194811,29.73909,-95.4162,0.0777,77098,8332.04,2105.0,REVERE STEEL TH,2012-04-30,2027,101912259,Middle,75,1,3
6166,191,121150020002,396979.0,7.817303827309368,29.73909,-95.41611,0.0413,77098,8332.04,2400.0,REVERE STEEL TH,1991-11-08,2027,101912259,Middle,75,1,3
6167,192,121150020003,354312.0,9.999937907867695,29.73909,-95.41605,0.0445,77098,8332.04,2012.0,REVERE STEEL TH,2000-10-16,2027,101912259,Middle,75,1,3
6168,193,121150020004,386901.0,3.5435957822619493,29.73909,-95.41598,0.0395,77098,8332.04,2299.0,REVERE STEEL TH,2018-08-14,2027,101912259,Middle,75,1,3
6169,194,121150020005,300000.0,18.666192001898658,29.7391,-95.41592,0.0445,77098,8332.04,1916.0,REVERE STEEL TH,2009-03-09,2027,101912259,Middle,75,1,3
6170,195,121150020006,376393.0,-12.279879930270063,29.73909,-95.41585,0.0402,77098,8332.04,1982.0,REVERE STEEL TH,2014-09-18,2027,101912259,Middle,75,1,3
6171,196,121150020007,360600.0,-0.977320346332234,29.73909,-95.41579,0.0402,77098,8332.04,1800.0,REVERE STEEL TH,2015-06-25,2027,101912259,Middle,75,1,3
6172,197,121150020008,354312.0,9.999937907867695,29.7391,-95.41572,0.0445,77098,8332.04,2401.0,REVERE STEEL TH,1991-09-12,2027,101912259,Middle,75,1,3
6173,198,121150020009,336000.0,2.2697181190894344,29.73909,-95.41566,0.0363,77098,8332.04,2112.0,REVERE STEEL TH,2018-11-28,2027,101912259,Middle,75,1,3
6174,199,121150020010,373783.0,-4.365902770137676,29.739079999999998,-95.41559000000001,0.0376,77098,8332.04,2172.0,REVERE STEEL TH,2005-06-28,2027,101912259,Middle,75,1,3
6175,200,121150020011,372300.0,-4.1698841698841695,29.7391,-95.41556,0.0374,77098,8332.04,2154.0,REVERE STEEL TH,2016-07-20,2027,101912259,Middle,75,1,3
6176,201,121150020012,342060.0,-11.823388996870538,29.7391,-95.41546,0.0382,77098,8332.04,2153.0,REVERE STEEL TH,1994-05-12,2027,101912259,Middle,75,1,3
6177,202,121150030001,418779.0,-0.46844919786096256,29.73957,-95.41548,0.0383,77098,8332.04,2188.0,REVERE STEEL TH,2017-06-08,2027,101912259,Middle,75,1,3
6178,203,121150030002,362685.0,-3.5165893419596492,29.739590000000003,-95.41554000000001,0.0385,77098,8332.04,2154.0,REVERE STEEL TH,1996-10-08,2027,101912259,Middle,75,1,3
6179,204,121150030003,357774.0,-3.224026421923055,29.73958,-95.4156,0.0375,77098,8332.04,2116.0,REVERE STEEL TH,2003-01-29,2027,101912259,Middle,75,1,3
6180,205,121150030004,375618.0,-3.1398113431357886,29.73957,-95.41566999999999,0.0362,77098,8332.04,2188.0,REVERE STEEL TH,2019-11-29,2027,101912259,Middle,75,1,3
6181,206,121150030005,345000.0,-5.002904983630211,29.73955,-95.41574,0.0445,77098,8332.04,2211.0,REVERE STEEL TH,2003-05-09,2027,101912259,Middle,75,1,3
6182,207,121150030006,359606.0,-12.027947051297419,29.739559999999997,-95.4158,0.0402,77098,8332.04,1800.0,REVERE STEEL TH,2017-05-09,2027,101912259,Middle,75,1,3
6183,209,121150030008,363965.0,-5.069118414188837,29.73955,-95.41593,0.0445,77098,8332.04,1980.0,REVERE STEEL TH,2016-05-31,2027,101912259,Middle,75,1,3
6184,210,121150030009,312423.0,1.884263562099496,29.739559999999997,-95.41599000000001,0.0395,77098,8332.04,1912.0,REVERE STEEL TH,2000-02-21,2027,101912259,Middle,75,1,3
6185,211,121150030010,373955.0,-12.02404338160046,29.73955,-95.41606,0.0445,77098,8332.04,2222.0,REVERE STEEL TH,2016-05-16,2027,101912259,Middle,75,1,3
6186,212,121150030011,367377.0,-0.536336020879472,29.73955,-95.41611999999999,0.0402,77098,8332.04,1886.0,REVERE STEEL TH,2007-04-30,2027,101912259,Middle,75,1,3
6187,190,121150020001,389240.0,6.470451468194811,29.73909,-95.4162,0.0777,77098,8332.04,2105.0,REVERE STEEL TH,2012-04-30,2027,101912228,Elementary,95,1,3
6188,191,121150020002,396979.0,7.817303827309368,29.73909,-95.41611,0.0413,77098,8332.04,2400.0,REVERE STEEL TH,1991-11-08,2027,101912228,Elementary,95,1,3
6189,192,121150020003,354312.0,9.999937907867695,29.73909,-95.41605,0.0445,77098,8332.04,2012.0,REVERE STEEL TH,2000-10-16,2027,101912228,Elementary,95,1,3
6190,193,121150020004,386901.0,3.5435957822619493,29.73909,-95.41598,0.0395,77098,8332.04,2299.0,REVERE STEEL TH,2018-08-14,2027,101912228,Elementary,95,1,3
6191,194,121150020005,300000.0,18.666192001898658,29.7391,-95.41592,0.0445,77098,8332.04,1916.0,REVERE STEEL TH,2009-03-09,2027,101912228,Elementary,95,1,3
6192,195,121150020006,376393.0,-12.279879930270063,29.73909,-95.41585,0.0402,77098,8332.04,1982.0,REVERE STEEL TH,2014-09-18,2027,101912228,Elementary,95,1,3
6193,196,121150020007,360600.0,-0.977320346332234,29.73909,-95.41579,0.0402,77098,8332.04,1800.0,REVERE STEEL TH,2015-06-25,2027,101912228,Elementary,95,1,3
6194,197,121150020008,354312.0,9.999937907867695,29.7391,-95.41572,0.0445,77098,8332.04,2401.0,REVERE STEEL TH,1991-09-12,2027,101912228,Elementary,95,1,3
6195,198,121150020009,336000.0,2.2697181190894344,29.73909,-95.41566,0.0363,77098,8332.04,2112.0,REVERE STEEL TH,2018-11-28,2027,101912228,Elementary,95,1,3
6196,199,121150020010,373783.0,-4.365902770137676,29.739079999999998,-95.41559000000001,0.0376,77098,8332.04,2172.0,REVERE STEEL TH,2005-06-28,2027,101912228,Elementary,95,1,3
6197,200,121150020011,372300.0,-4.1698841698841695,29.7391,-95.41556,0.0374,77098,8332.04,2154.0,REVERE STEEL TH,2016-07-20,2027,101912228,Elementary,95,1,3
6198,201,121150020012,342060.0,-11.823388996870538,29.7391,-95.41546,0.0382,77098,8332.04,2153.0,REVERE STEEL TH,1994-05-12,2027,101912228,Elementary,95,1,3
6199,202,121150030001,418779.0,-0.46844919786096256,29.73957,-95.41548,0.0383,77098,8332.04,2188.0,REVERE STEEL TH,2017-06-08,2027,101912228,Elementary,95,1,3
6200,203,121150030002,362685.0,-3.5165893419596492,29.739590000000003,-95.41554000000001,0.0385,77098,8332.04,2154.0,REVERE STEEL TH,1996-10-08,2027,101912228,Elementary,95,1,3
6201,204,121150030003,357774.0,-3.224026421923055,29.73958,-95.4156,0.0375,77098,8332.04,2116.0,REVERE STEEL TH,2003-01-29,2027,101912228,Elementary,95,1,3
6202,205,121150030004,375618.0,-3.1398113431357886,29.73957,-95.41566999999999,0.0362,77098,8332.04,2188.0,REVERE STEEL TH,2019-11-29,2027,101912228,Elementary,95,1,3
6203,206,121150030005,345000.0,-5.002904983630211,29.73955,-95.41574,0.0445,77098,8332.04,2211.0,REVERE STEEL TH,2003-05-09,2027,101912228,Elementary,95,1,3
6204,207,121150030006,359606.0,-12.027947051297419,29.739559999999997,-95.4158,0.0402,77098,8332.04,1800.0,REVERE STEEL TH,2017-05-09,2027,101912228,Elementary,95,1,3
6205,209,121150030008,363965.0,-5.069118414188837,29.73955,-95.41593,0.0445,77098,8332.04,1980.0,REVERE STEEL TH,2016-05-31,2027,101912228,Elementary,95,1,3
6206,210,121150030009,312423.0,1.884263562099496,29.739559999999997,-95.41599000000001,0.0395,77098,8332.04,1912.0,REVERE STEEL TH,2000-02-21,2027,101912228,Elementary,95,1,3
6207,211,121150030010,373955.0,-12.02404338160046,29.73955,-95.41606,0.0445,77098,8332.04,2222.0,REVERE STEEL TH,2016-05-16,2027,101912228,Elementary,95,1,3
6208,212,121150030011,367377.0,-0.536336020879472,29.73955,-95.41611999999999,0.0402,77098,8332.04,1886.0,REVERE STEEL TH,2007-04-30,2027,101912228,Elementary,95,1,3
6209,190,121150020001,389240.0,6.470451468194811,29.73909,-95.4162,0.0777,77098,8332.04,2105.0,REVERE STEEL TH,2012-04-30,2027,101912008,High,85,1,3
6210,191,121150020002,396979.0,7.817303827309368,29.73909,-95.41611,0.0413,77098,8332.04,2400.0,REVERE STEEL TH,1991-11-08,2027,101912008,High,85,1,3
6211,192,121150020003,354312.0,9.999937907867695,29.73909,-95.41605,0.0445,77098,8332.04,2012.0,REVERE STEEL TH,2000-10-16,2027,101912008,High,85,1,3
6212,193,121150020004,386901.0,3.5435957822619493,29.73909,-95.41598,0.0395,77098,8332.04,2299.0,REVERE STEEL TH,2018-08-14,2027,101912008,High,85,1,3
6213,194,121150020005,300000.0,18.666192001898658,29.7391,-95.41592,0.0445,77098,8332.04,1916.0,REVERE STEEL TH,2009-03-09,2027,101912008,High,85,1,3
6214,195,121150020006,376393.0,-12.279879930270063,29.73909,-95.41585,0.0402,77098,8332.04,1982.0,REVERE STEEL TH,2014-09-18,2027,101912008,High,85,1,3
6215,196,121150020007,360600.0,-0.977320346332234,29.73909,-95.41579,0.0402,77098,8332.04,1800.0,REVERE STEEL TH,2015-06-25,2027,101912008,High,85,1,3
6216,197,121150020008,354312.0,9.999937907867695,29.7391,-95.41572,0.0445,77098,8332.04,2401.0,REVERE STEEL TH,1991-09-12,2027,101912008,High,85,1,3
6217,198,121150020009,336000.0,2.2697181190894344,29.73909,-95.41566,0.0363,77098,8332.04,2112.0,REVERE STEEL TH,2018-11-28,2027,101912008,High,85,1,3
6218,199,121150020010,373783.0,-4.365902770137676,29.739079999999998,-95.41559000000001,0.0376,77098,8332.04,2172.0,REVERE STEEL TH,2005-06-28,2027,101912008,High,85,1,3
6219,200,121150020011,372300.0,-4.1698841698841695,29.7391,-95.41556,0.0374,77098,8332.04,2154.0,REVERE STEEL TH,2016-07-20,2027,101912008,High,85,1,3
6220,201,121150020012,342060.0,-11.823388996870538,29.7391,-95.41546,0.0382,77098,8332.04,2153.0,REVERE STEEL TH,1994-05-12,2027,101912008,High,85,1,3
6221,202,121150030001,418779.0,-0.46844919786096256,29.73957,-95.41548,0.0383,77098,8332.04,2188.0,REVERE STEEL TH,2017-06-08,2027,101912008,High,85,1,3
6222,203,121150030002,362685.0,-3.5165893419596492,29.739590000000003,-95.41554000000001,0.0385,77098,8332.04,2154.0,REVERE STEEL TH,1996-10-08,2027,101912008,High,85,1,3
6223,204,121150030003,357774.0,-3.224026421923055,29.73958,-95.4156,0.0375,77098,8332.04,2116.0,REVERE STEEL TH,2003-01-29,2027,101912008,High,85,1,3
6224,205,121150030004,375618.0,-3.1398113431357886,29.73957,-95.41566999999999,0.0362,77098,8332.04,2188.0,REVERE STEEL TH,2019-11-29,2027,101912008,High,85,1,3
6225,206,121150030005,345000.0,-5.002904983630211,29.73955,-95.41574,0.0445,77098,8332.04,2211.0,REVERE STEEL TH,2003-05-09,2027,101912008,High,85,1,3
6226,207,121150030006,359606.0,-12.027947051297419,29.739559999999997,-95.4158,0.0402,77098,8332.04,1800.0,REVERE STEEL TH,2017-05-09,2027,101912008,High,85,1,3
6227,209,121150030008,363965.0,-5.069118414188837,29.73955,-95.41593,0.0445,77098,8332.04,1980.0,REVERE STEEL TH,2016-05-31,2027,101912008,High,85,1,3
6228,210,121150030009,312423.0,1.884263562099496,29.739559999999997,-95.41599000000001,0.0395,77098,8332.04,1912.0,REVERE STEEL TH,2000-02-21,2027,101912008,High,85,1,3
6229,211,121150030010,373955.0,-12.02404338160046,29.73955,-95.41606,0.0445,77098,8332.04,2222.0,REVERE STEEL TH,2016-05-16,2027,101912008,High,85,1,3
6230,212,121150030011,367377.0,-0.536336020879472,29.73955,-95.41611999999999,0.0402,77098,8332.04,1886.0,REVERE STEEL TH,2007-04-30,2027,101912008,High,85,1,3
6231,14020,1083480000001,282440.0,5.83073227942251,29.73832,-95.41396,0.0404,77098,8332.05,1712.0,COMMONS II,2010-05-26,2027,101912259,Middle,75,1,3
6232,14021,1083480000002,363478.0,9.999848684310075,29.73832,-95.41404,0.0459,77098,8332.05,1998.0,COMMONS II,2018-05-25,2027,101912259,Middle,75,1,3
6233,14022,1083480000003,297273.0,5.815203462710368,29.73832,-95.41412,0.0459,77098,8332.05,1998.0,COMMONS II,1988-05-24,2027,101912259,Middle,75,1,3
6234,14023,1083480000004,297273.0,5.828764684941261,29.73832,-95.4142,0.0459,77098,8332.05,1998.0,COMMONS II,2009-10-21,2027,101912259,Middle,75,1,3
6235,14024,1083480000005,278986.0,5.435690449465803,29.73832,-95.41427,0.0459,77098,8332.05,1730.0,COMMONS II,2006-06-01,2027,101912259,Middle,75,1,3
6236,14025,1083480000006,281230.0,5.445301398163528,29.73832,-95.41435,0.0459,77098,8332.05,1730.0,COMMONS II,2017-03-20,2027,101912259,Middle,75,1,3
6237,14026,1083480000007,318542.0,8.431708944351401,29.73832,-95.41443000000001,0.0459,77098,8332.05,1998.0,COMMONS II,2014-06-26,2027,101912259,Middle,75,1,3
6238,14027,1083480000008,286000.0,2.259725400457666,29.73831,-95.41450999999999,0.0459,77098,8332.05,1998.0,COMMONS II,2014-12-30,2027,101912259,Middle,75,1,3
6239,14028,1083480000009,297105.0,5.81868304080237,29.73831,-95.41459,0.0459,77098,8332.05,1998.0,COMMONS II,1999-04-15,2027,101912259,Middle,75,1,3
6240,14029,1083480000010,285110.0,5.658908983101097,29.73831,-95.41466,0.0404,77098,8332.05,1846.0,COMMONS II,1988-01-02,2027,101912259,Middle,75,1,3
6241,14030,1083490000001,297105.0,5.81868304080237,29.73842,-95.4138,0.0459,77098,8332.05,1998.0,COMMONS II,2001-05-30,2027,101912259,Middle,75,1,3
6242,14031,1083490000002,344852.0,9.99993620455372,29.73842,-95.4138,0.0459,77098,8332.05,1998.0,COMMONS II,2013-12-13,2027,101912259,Middle,75,1,3
6243,14032,1083490000003,304607.0,8.164721924336147,29.73842,-95.4138,0.0404,77098,8332.05,1846.0,COMMONS II,2019-07-30,2027,101912259,Middle,75,1,3
6244,14033,1083500000002,297105.0,5.81868304080237,29.73831,-95.41466,0.0459,77098,8332.05,1998.0,COMMONS II,2015-05-19,2027,101912259,Middle,75,1,3
6245,14034,1083500000003,307200.0,0.0,29.73831,-95.41466,0.0404,77098,8332.05,1846.0,COMMONS II,2007-05-10,2027,101912259,Middle,75,1,3
6246,14020,1083480000001,282440.0,5.83073227942251,29.73832,-95.41396,0.0404,77098,8332.05,1712.0,COMMONS II,2010-05-26,2027,101912228,Elementary,95,1,3
6247,14021,1083480000002,363478.0,9.999848684310075,29.73832,-95.41404,0.0459,77098,8332.05,1998.0,COMMONS II,2018-05-25,2027,101912228,Elementary,95,1,3
6248,14022,1083480000003,297273.0,5.815203462710368,29.73832,-95.41412,0.0459,77098,8332.05,1998.0,COMMONS II,1988-05-24,2027,101912228,Elementary,95,1,3
6249,14023,1083480000004,297273.0,5.828764684941261,29.73832,-95.4142,0.0459,77098,8332.05,1998.0,COMMONS II,2009-10-21,2027,101912228,Elementary,95,1,3
6250,14024,1083480000005,278986.0,5.435690449465803,29.73832,-95.41427,0.0459,77098,8332.05,1730.0,COMMONS II,2006-06-01,2027,101912228,Elementary,95,1,3
6251,14025,1083480000006,281230.0,5.445301398163528,29.73832,-95.41435,0.0459,77098,8332.05,1730.0,COMMONS II,2017-03-20,2027,101912228,Elementary,95,1,3
6252,14026,1083480000007,318542.0,8.431708944351401,29.73832,-95.41443000000001,0.0459,77098,8332.05,1998.0,COMMONS II,2014-06-26,2027,101912228,Elementary,95,1,3
6253,14027,1083480000008,286000.0,2.259725400457666,29.73831,-95.41450999999999,0.0459,77098,8332.05,1998.0,COMMONS II,2014-12-30,2027,101912228,Elementary,95,1,3
6254,14028,1083480000009,297105.0,5.81868304080237,29.73831,-95.41459,0.0459,77098,8332.05,1998.0,COMMONS II,1999-04-15,2027,101912228,Elementary,95,1,3
6255,14029,1083480000010,285110.0,5.658908983101097,29.73831,-95.41466,0.0404,77098,8332.05,1846.0,COMMONS II,1988-01-02,2027,101912228,Elementary,95,1,3
6256,14030,1083490000001,297105.0,5.81868304080237,29.73842,-95.4138,0.0459,77098,8332.05,1998.0,COMMONS II,2001-05-30,2027,101912228,Elementary,95,1,3
6257,14031,1083490000002,344852.0,9.99993620455372,29.73842,-95.4138,0.0459,77098,8332.05,1998.0,COMMONS II,2013-12-13,2027,101912228,Elementary,95,1,3
6258,14032,1083490000003,304607.0,8.164721924336147,29.73842,-95.4138,0.0404,77098,8332.05,1846.0,COMMONS II,2019-07-30,2027,101912228,Elementary,95,1,3
6259,14033,1083500000002,297105.0,5.81868304080237,29.73831,-95.41466,0.0459,77098,8332.05,1998.0,COMMONS II,2015-05-19,2027,101912228,Elementary,95,1,3
6260,14034,1083500000003,307200.0,0.0,29.73831,-95.41466,0.0404,77098,8332.05,1846.0,COMMONS II,2007-05-10,2027,101912228,Elementary,95,1,3
6261,14020,1083480000001,282440.0,5.83073227942251,29.73832,-95.41396,0.0404,77098,8332.05,1712.0,COMMONS II,2010-05-26,2027,101912008,High,85,1,3
6262,14021,1083480000002,363478.0,9.999848684310075,29.73832,-95.41404,0.0459,77098,8332.05,1998.0,COMMONS II,2018-05-25,2027,101912008,High,85,1,3
6263,14022,1083480000003,297273.0,5.815203462710368,29.73832,-95.41412,0.0459,77098,8332.05,1998.0,COMMONS II,1988-05-24,2027,101912008,High,85,1,3
6264,14023,1083480000004,297273.0,5.828764684941261,29.73832,-95.4142,0.0459,77098,8332.05,1998.0,COMMONS II,2009-10-21,2027,101912008,High,85,1,3
6265,14024,1083480000005,278986.0,5.435690449465803,29.73832,-95.41427,0.0459,77098,8332.05,1730.0,COMMONS II,2006-06-01,2027,101912008,High,85,1,3
6266,14025,1083480000006,281230.0,5.445301398163528,29.73832,-95.41435,0.0459,77098,8332.05,1730.0,COMMONS II,2017-03-20,2027,101912008,High,85,1,3
6267,14026,1083480000007,318542.0,8.431708944351401,29.73832,-95.41443000000001,0.0459,77098,8332.05,1998.0,COMMONS II,2014-06-26,2027,101912008,High,85,1,3
6268,14027,1083480000008,286000.0,2.259725400457666,29.73831,-95.41450999999999,0.0459,77098,8332.05,1998.0,COMMONS II,2014-12-30,2027,101912008,High,85,1,3
6269,14028,1083480000009,297105.0,5.81868304080237,29.73831,-95.41459,0.0459,77098,8332.05,1998.0,COMMONS II,1999-04-15,2027,101912008,High,85,1,3
6270,14029,1083480000010,285110.0,5.658908983101097,29.73831,-95.41466,0.0404,77098,8332.05,1846.0,COMMONS II,1988-01-02,2027,101912008,High,85,1,3
6271,14030,1083490000001,297105.0,5.81868304080237,29.73842,-95.4138,0.0459,77098,8332.05,1998.0,COMMONS II,2001-05-30,2027,101912008,High,85,1,3
6272,14031,1083490000002,344852.0,9.99993620455372,29.73842,-95.4138,0.0459,77098,8332.05,1998.0,COMMONS II,2013-12-13,2027,101912008,High,85,1,3
6273,14032,1083490000003,304607.0,8.164721924336147,29.73842,-95.4138,0.0404,77098,8332.05,1846.0,COMMONS II,2019-07-30,2027,101912008,High,85,1,3
6274,14033,1083500000002,297105.0,5.81868304080237,29.73831,-95.41466,0.0459,77098,8332.05,1998.0,COMMONS II,2015-05-19,2027,101912008,High,85,1,3
6275,14034,1083500000003,307200.0,0.0,29.73831,-95.41466,0.0404,77098,8332.05,1846.0,COMMONS II,2007-05-10,2027,101912008,High,85,1,3
6276,14182,1141800010001,370000.0,15.625,29.73948,-95.42326,0.0,77098,8332.09,1716.0,RIVER OAKS SQUARE,2018-02-02,2027,101912259,Middle,75,1,18
6277,14184,1141800010003,313000.0,-11.835952904061743,29.73948,-95.42326,0.0,77098,8332.09,1341.0,RIVER OAKS SQUARE,2018-12-31,2027,101912259,Middle,75,1,18
6278,14185,1141800010004,403798.0,-3.7934813685314017,29.73948,-95.42326,0.0,77098,8332.09,1680.0,RIVER OAKS SQUARE,2002-12-17,2027,101912259,Middle,75,1,18
6279,14186,1141800020001,415595.0,-3.9111143994025586,29.73948,-95.42326,0.0,77098,8332.09,1765.0,RIVER OAKS SQUARE,2018-03-22,2027,101912259,Middle,75,1,18
6280,14187,1141800020002,384905.0,-4.073281179516958,29.73948,-95.42326,0.0,77098,8332.09,1528.0,RIVER OAKS SQUARE,2018-03-08,2027,101912259,Middle,75,1,18
